Area,SalePrice,Zoning,LotArea,Neighborhood,OverallQuality,OverallCondition,YearBuilt,YearRemodAdd,ExteriorQuality,ExteriorCondition,FullBath,HalfBath,Bedrooms,KitchenQuality,TotalRooms,MonthSold,YearSold
848,149000,RM,4438,College Creek,6,5,2004,2004,4,3,1,0,1,4,3,1,2008
848,144500,RM,4438,College Creek,6,5,2004,2004,4,3,1,0,1,4,4,6,2008
796,85000,RL,8777,Edwards,5,7,1910,1950,3,3,1,0,2,3,4,5,2008
2200,145900,RL,8777,Edwards,5,7,1900,2003,3,3,2,2,4,3,9,9,2008
1092,123000,RL,9825,Edwards,5,5,1966,1966,3,3,1,0,3,3,6,4,2008
1256,147500,RL,9937,Edwards,5,6,1965,1965,4,3,1,1,3,3,6,6,2008
1033,165000,RL,12102,Edwards,5,5,1976,1976,3,3,1,0,3,3,6,4,2008
1127,135000,RL,6500,Edwards,6,6,1976,1976,3,3,1,1,3,3,6,5,2008
996,108000,RL,13907,Edwards,5,6,1940,1969,3,3,1,0,3,3,6,7,2008
1181,137500,RL,10012,Edwards,4,5,1972,1972,3,3,2,0,3,3,6,4,2008
1656,165400,RL,6931,Edwards,7,5,2003,2004,4,3,2,1,3,4,7,7,2008
1117,147000,RL,9638,Edwards,6,6,1977,1977,3,3,1,0,3,3,6,11,2008
1398,160500,RL,7200,Edwards,6,7,1976,2001,3,3,1,1,3,3,6,2,2008
1132,176000,RL,7024,Edwards,4,5,2005,2005,3,3,1,1,2,4,5,6,2008
3820,284700,RL,47007,Edwards,5,7,1959,1996,3,3,3,1,5,5,11,7,2008
5642,160000,RL,63887,Edwards,10,5,2008,2008,5,3,2,1,3,5,12,1,2008
1072,148000,RM,3675,Edwards,6,5,2005,2005,3,3,1,0,2,3,5,6,2008
1152,82000,RL,6040,Edwards,4,5,1955,1955,3,3,2,0,2,2,6,6,2008
1152,82000,RL,6012,Edwards,4,5,1955,1955,3,2,2,0,2,3,6,6,2008
1440,118000,RL,12108,Edwards,4,4,1955,1955,3,3,2,0,4,2,8,9,2008
1152,82500,RL,6845,Edwards,4,5,1955,1955,3,3,2,0,2,3,6,7,2008
784,91900,RL,6931,Edwards,4,5,1955,1955,3,3,1,0,2,3,4,5,2008
1053,120000,RL,12180,Edwards,5,7,1938,2007,3,3,1,1,2,5,5,1,2008
1137,96000,RL,8050,Edwards,5,8,1947,1993,3,4,1,1,4,3,8,4,2008
930,99000,RL,9520,Edwards,4,5,1953,1953,3,3,1,0,2,3,5,5,2008
1200,130500,RL,11767,Edwards,5,6,1946,1995,3,3,1,0,3,3,6,5,2008
1470,135000,RL,8172,Edwards,4,6,1954,1972,3,3,2,0,4,3,7,5,2008
1393,135500,RL,16466,Edwards,5,7,1955,1955,3,4,1,1,3,3,8,4,2008
1204,100000,RL,7692,Edwards,4,6,1954,1954,3,3,1,0,3,3,6,11,2008
1292,108000,RL,5142,Edwards,4,7,1923,2008,3,3,1,1,3,4,6,6,2008
864,98000,RL,5604,Edwards,5,6,1925,1950,3,3,1,0,2,3,5,4,2008
864,67000,RL,8248,Edwards,3,3,1914,1950,3,3,1,0,2,3,5,9,2008
1716,135900,RL,5687,South & West of Iowa State University,5,6,1912,2000,3,2,2,0,6,2,9,3,2008
1482,140000,RH,12155,South & West of Iowa State University,6,8,1925,1950,3,3,2,0,4,2,7,3,2008
2192,179500,RL,8400,South & West of Iowa State University,5,8,1939,1997,3,3,2,1,4,4,8,7,2008
1694,136500,RL,8400,South & West of Iowa State University,6,5,1925,1950,3,3,2,0,4,3,7,6,2008
1424,168000,RL,7290,South & West of Iowa State University,7,8,1921,1950,3,3,2,0,2,3,7,4,2008
1964,130000,RH,8525,South & West of Iowa State University,5,6,1911,1950,3,3,1,1,4,3,7,11,2008
2601,189000,RL,9842,South & West of Iowa State University,5,6,1921,1998,3,3,3,1,4,3,8,5,2008
1920,161900,RL,7804,South & West of Iowa State University,6,7,1930,1950,3,3,2,2,4,3,10,7,2008
1316,145000,RL,8969,Crawford,6,6,1926,1950,3,3,1,0,2,3,6,7,2008
2555,191000,RL,11526,Crawford,6,7,1922,1994,3,3,2,0,3,3,11,9,2008
1680,177000,RL,15576,Crawford,6,7,1915,1976,3,3,2,0,4,3,8,3,2008
1264,147500,RL,15564,Crawford,6,6,1914,1995,3,3,1,0,3,3,6,1,2008
790,91000,RL,6292,South & West of Iowa State University,6,5,1930,1950,3,3,1,0,2,3,4,4,2008
1512,231000,RL,7609,Crawford,8,9,1925,1997,4,4,2,0,3,4,7,6,2008
1639,115000,RL,10480,South & West of Iowa State University,6,5,1936,1950,3,3,1,0,3,3,6,3,2008
1603,138000,RL,9650,Crawford,6,3,1923,1950,3,3,1,0,4,3,7,6,2008
1502,149000,RL,7200,Crawford,7,6,1931,2000,3,2,1,1,3,3,6,2,2008
1660,188700,RL,11988,Crawford,6,7,1934,1995,3,3,1,1,3,3,6,8,2008
1938,198000,RL,11700,Crawford,5,6,1937,1995,3,3,2,0,4,4,7,7,2008
1374,110000,RL,9260,Crawford,5,4,1938,1950,3,3,1,0,3,3,6,3,2008
1091,104000,RL,7801,Crawford,6,5,1951,1951,3,2,1,0,2,3,5,5,2008
1873,257076,RL,9670,Crawford,8,6,1935,1950,3,3,1,1,4,3,9,6,2008
3447,381000,RL,14100,Crawford,8,9,1935,1997,3,4,3,1,4,4,11,5,2008
1954,311500,RL,15660,Crawford,7,9,1939,2006,4,4,1,1,3,4,8,5,2008
2161,263400,RL,12392,Crawford,7,9,1950,2000,3,4,2,1,3,4,8,4,2008
1898,236500,RL,26073,Crawford,5,5,1956,1956,3,3,2,1,3,3,7,4,2008
1640,224000,RL,14778,Crawford,6,7,1954,2006,4,3,1,0,3,4,7,11,2008
1032,116500,RM,1879,Bluestem,6,6,1980,1980,3,3,1,0,2,3,5,12,2008
1556,151000,RM,1950,Bluestem,6,6,1980,1980,3,4,2,1,3,3,6,7,2008
919,126000,RM,7000,Iowa DOT and Rail Road,6,8,1926,1998,3,4,1,0,2,3,5,7,2008
1090,120000,RM,6000,Iowa DOT and Rail Road,6,8,1940,2006,3,3,1,0,3,3,5,7,2008
796,55000,RM,3636,Iowa DOT and Rail Road,4,4,1922,1950,3,3,1,0,2,3,5,1,2008
816,120500,RM,5890,Iowa DOT and Rail Road,6,8,1930,2007,4,4,1,0,2,3,5,6,2008
778,120500,RM,6900,Iowa DOT and Rail Road,5,6,1940,1955,3,3,1,0,2,3,4,2,2008
1200,119000,RM,8155,Iowa DOT and Rail Road,5,7,1930,1950,3,3,1,0,4,3,7,7,2008
1656,126000,RM,6000,Iowa DOT and Rail Road,5,5,1967,1967,2,3,1,1,3,3,7,7,2008
912,99500,RM,7392,Iowa DOT and Rail Road,5,7,1930,1995,3,3,1,0,2,3,5,5,2008
1955,165500,RM,9000,Iowa DOT and Rail Road,5,5,1958,1958,3,3,2,0,4,3,7,1,2008
1652,392500,RM,5587,Crawford,8,5,2008,2008,5,3,2,0,2,4,5,11,2008
1648,294464,RM,3843,Crawford,8,5,2007,2008,5,3,2,0,2,5,5,8,2008
1646,250000,RM,3811,Crawford,7,5,2004,2005,4,3,2,0,2,5,5,7,2008
1646,275000,RM,3842,Crawford,8,5,2004,2005,4,3,2,0,2,4,5,1,2008
2032,300000,RL,23730,Mitchell,7,5,1996,1997,4,3,3,0,3,4,7,9,2008
1689,271000,RL,13265,Mitchell,8,5,2002,2002,4,3,2,0,3,4,7,7,2008
1820,213000,RL,11050,Mitchell,7,5,1996,1997,3,3,2,1,3,4,8,9,2008
1118,171000,RL,9880,Mitchell,6,6,1977,1977,3,3,1,0,3,3,6,7,2008
1279,171500,RL,10125,Mitchell,6,6,1977,1977,3,3,2,0,3,3,6,2,2008
1872,100000,RL,10260,Mitchell,5,4,1976,1976,3,3,2,2,4,3,8,11,2008
1689,228500,RL,9990,Mitchell,4,5,1991,1991,3,3,2,0,3,3,6,7,2008
1786,228950,RL,164660,Timberland,5,6,1965,1965,3,3,2,0,3,3,7,8,2008
1501,241500,RL,4084,Timberland,7,6,1986,1986,4,3,2,0,2,4,6,7,2008
2898,287000,RL,15498,Timberland,8,6,1976,1976,4,3,2,0,2,4,10,5,2008
1537,294000,RL,11563,Timberland,8,5,2006,2007,4,3,2,0,3,4,8,4,2008
1646,293077,RL,9520,Timberland,8,5,2007,2008,4,3,2,0,3,4,7,4,2008
1780,264966,RL,12852,Timberland,8,5,2007,2007,4,3,2,1,3,4,6,1,2008
1442,172500,RL,9802,Timberland,5,5,2006,2007,3,3,2,1,3,3,6,4,2008
1394,167500,RL,9735,Timberland,5,5,2006,2007,3,3,2,1,3,4,7,5,2008
1612,218689,RL,12018,Timberland,7,5,2008,2008,4,3,2,1,3,4,6,10,2008
1495,150000,RL,12890,Timberland,6,5,1989,1989,3,3,2,0,3,3,8,7,2008
1651,184000,RL,12416,Timberland,6,5,1986,1986,3,3,2,0,3,3,7,11,2008
1256,180000,RL,18265,Timberland,6,5,1986,1986,4,4,2,0,3,4,6,3,2008
1509,175000,RL,10200,Timberland,6,5,1988,1989,4,3,2,0,3,4,5,8,2008
1440,232500,RL,11202,Timberland,8,5,2003,2003,4,3,2,0,3,4,7,6,2008
1675,195000,RL,7915,Timberland,6,5,1999,2000,4,3,2,0,3,4,6,12,2008
2262,305000,RL,12244,Timberland,8,5,2003,2003,4,3,2,1,4,4,10,8,2008
1728,298751,RL,11449,Timberland,8,5,2007,2007,4,3,2,0,3,4,7,1,2008
1964,370000,RL,11447,Timberland,8,5,2005,2006,4,3,2,1,3,4,7,6,2008
1344,209200,RM,8940,Mitchell,7,5,1997,1998,3,4,2,0,2,3,8,11,2008
1344,206300,RM,7060,Mitchell,7,5,1997,1998,3,4,2,0,2,3,8,11,2008
1092,146000,RL,9278,Mitchell,5,5,2007,2008,3,3,1,0,2,3,5,2,2008
1189,160500,RM,4500,Mitchell,6,5,1997,1997,3,3,2,0,2,3,4,4,2008
1200,173000,RL,14137,Mitchell,4,5,1964,1964,3,3,1,0,3,3,6,11,2008
1040,124000,RM,4224,Meadow Village,5,6,1975,1975,3,3,1,0,3,3,6,6,2008
1304,115000,RM,2665,Meadow Village,5,6,1976,1976,3,3,1,1,3,3,4,6,2008
1475,129500,RM,2665,Meadow Village,5,7,1976,1976,3,3,2,0,4,3,6,5,2008
988,105000,RM,1974,Meadow Village,4,7,1973,2006,3,4,1,0,2,3,5,6,2008
988,94900,RM,1596,Meadow Village,4,6,1973,1973,3,3,1,0,1,3,4,7,2008
1160,152500,RL,17979,Mitchell,5,6,1968,1968,3,4,1,0,3,4,6,2,2008
1092,98000,RM,1477,Meadow Village,6,9,1970,2007,3,4,2,1,3,3,6,3,2008
630,81000,RM,1890,Meadow Village,4,7,1972,1972,3,4,1,0,1,3,3,6,2008
988,113000,RL,21750,Mitchell,5,5,1954,1954,3,3,1,0,2,3,4,2,2008
816,128500,RL,6490,Mitchell,5,7,1983,1983,3,4,1,0,2,3,4,4,2008
923,119500,RL,6951,Mitchell,5,5,1984,1985,3,3,1,0,3,3,5,10,2008
816,130500,RL,6600,Mitchell,5,9,1982,2008,4,4,1,0,3,4,5,10,2008
816,138000,RL,6600,Mitchell,5,8,1982,2003,3,4,1,0,2,3,4,6,2008
845,134500,RL,6600,Mitchell,5,6,1982,2005,3,3,1,0,3,4,6,7,2008
1750,160000,RL,12508,Mitchell,6,7,1940,1985,3,3,2,0,4,3,7,7,2008
889,137500,RL,12395,Mitchell,5,6,1984,1984,3,3,1,0,3,3,6,4,2008
1968,172000,RL,11075,Mitchell,5,4,1969,1969,3,3,2,1,4,3,7,9,2008
1587,167300,RL,10667,Northwest Ames,6,6,1971,1971,3,3,2,0,3,3,7,3,2007
1277,167000,RL,10628,Northwest Ames,7,5,1970,1970,3,4,1,0,2,3,5,4,2007
2223,244000,RL,13651,Northwest Ames,7,6,1973,1973,3,4,2,0,3,3,8,2,2007
2217,268000,RL,15865,Northwest Ames,8,6,1970,1970,4,4,2,0,4,4,8,10,2007
1733,225000,RL,12394,Gilbert,7,5,2003,2003,4,3,2,1,3,4,7,10,2007
1572,168000,RL,10364,Gilbert,6,5,1995,1996,3,3,2,1,3,3,7,5,2007
1470,177000,RL,13869,Gilbert,6,6,1997,1997,3,3,2,0,3,3,6,7,2007
1600,169000,RL,8773,Gilbert,6,5,1997,1997,3,3,2,1,3,3,7,8,2007
1384,161500,RL,8872,Gilbert,6,5,1997,1997,3,3,2,1,3,3,7,3,2007
1652,251000,RL,5330,Stone Brook,8,5,2000,2000,4,3,2,0,2,5,6,8,2007
1694,160000,RL,10147,Gilbert,6,5,1994,1994,3,3,2,1,3,3,7,3,2007
1714,180000,RL,8637,Gilbert,6,5,1999,2000,3,3,2,1,3,3,7,4,2007
1553,178750,RL,7875,Gilbert,7,5,1996,1996,4,3,2,1,3,4,6,8,2007
1253,176000,RL,7875,Gilbert,7,5,1995,1996,3,3,2,0,3,3,6,6,2007
2299,204000,RL,7500,Gilbert,6,5,1999,2003,3,3,3,1,5,3,7,8,2007
1187,160000,RL,9556,Gilbert,7,5,1992,1993,3,3,2,0,3,4,6,8,2007
1472,160000,RL,10784,Gilbert,7,5,1991,1992,4,3,2,1,3,4,7,5,2007
1482,163900,RL,9125,Gilbert,7,5,1992,1992,3,3,2,1,3,4,7,7,2007
1642,168000,RL,7655,Gilbert,6,5,1993,1994,3,3,2,1,3,3,7,7,2007
1128,154204,RL,18160,Gilbert,6,6,1964,1964,3,3,1,0,3,3,6,3,2007
1088,170000,RL,3696,Stone Brook,8,5,1986,1986,4,3,1,1,2,4,5,10,2007
2090,207500,RL,5062,Stone Brook,7,5,1984,1984,4,3,2,0,3,4,6,9,2007
1179,182000,RL,4740,Stone Brook,8,5,1988,1988,4,3,2,0,2,3,5,10,2007
1321,212000,RL,5118,Stone Brook,8,5,1990,1990,4,3,1,0,1,4,4,8,2007
1922,377426,RL,14157,Stone Brook,9,5,2005,2006,4,3,2,0,3,4,8,7,2007
2541,349265,RL,12328,Stone Brook,8,5,2005,2005,4,3,3,1,4,5,10,7,2007
2338,591587,RL,51974,Stone Brook,9,5,2006,2007,5,3,2,1,4,4,8,6,2007
1424,155000,RL,41600,Gilbert,5,5,1969,1990,3,3,1,1,3,3,7,11,2007
1612,319900,RL,8035,Stone Brook,9,5,2006,2006,4,3,2,0,2,5,6,3,2007
1419,392000,RL,8089,Stone Brook,8,6,2007,2007,4,3,2,0,2,4,7,10,2007
2234,441929,RL,14082,Stone Brook,8,5,2006,2006,4,3,1,1,1,4,7,1,2007
2042,455000,RL,13870,Stone Brook,10,5,2006,2007,5,3,2,0,3,5,8,10,2007
1440,182900,RL,12546,Northwest Ames,6,7,1981,1981,4,4,2,0,3,4,7,4,2007
1284,174000,RL,10960,Northwest Ames,6,5,1984,1984,3,3,2,0,3,3,5,4,2007
1868,178000,RL,12090,Northwest Ames,6,7,1984,2003,3,3,3,1,3,3,7,1,2007
1479,176000,RL,12090,Northwest Ames,7,7,1981,2003,4,3,2,1,3,4,6,3,2007
1664,213000,RL,12299,Northwest Ames,7,6,1978,1985,3,3,2,0,3,4,7,9,2007
1930,192000,RL,11339,Northwest Ames,7,5,1979,1979,3,3,2,1,4,4,9,3,2007
1969,190000,RL,11952,Northwest Ames,7,6,1977,1977,3,3,2,1,3,3,8,11,2007
2030,195000,RL,12046,Northwest Ames,6,6,1976,1976,3,3,2,1,4,4,8,6,2007
1032,148000,RL,10395,Northwest Ames,6,6,1978,1978,3,3,2,0,3,3,6,7,2007
1177,151500,RL,11850,Northwest Ames,6,6,1984,1984,3,3,2,0,3,4,6,8,2007
1725,197000,RL,11584,Northwest Ames,7,6,1979,1979,3,3,2,1,3,3,6,11,2007
1353,192350,RL,10400,Northwest Ames,6,5,1979,1999,3,3,2,0,2,3,5,8,2007
1620,152000,RL,10793,Northwest Ames,5,5,1969,1969,3,3,2,1,4,3,7,4,2007
1220,170000,RL,13001,Northwest Ames,6,5,1971,1971,3,3,2,0,2,3,6,9,2007
1484,175000,RL,12243,Northwest Ames,5,6,1971,1971,3,3,2,0,3,3,7,2,2007
1743,175000,RL,11700,Northwest Ames,6,6,1968,1968,4,3,1,2,3,3,7,6,2007
1935,197900,RL,12384,Northwest Ames,7,7,1976,1976,3,3,2,1,3,3,7,11,2007
1324,174000,RL,8991,Northwest Ames,7,6,1976,1976,3,3,2,0,3,4,5,2,2007
1877,178900,RL,8000,Northwest Ames,6,6,1974,1974,3,3,2,1,4,3,8,11,2007
1109,139000,RL,10500,Northwest Ames,5,7,1971,2005,3,3,1,0,3,3,5,12,2007
981,143250,RL,10530,Northwest Ames,6,5,1971,1971,3,3,1,1,3,3,5,3,2007
1479,184000,RL,7472,Northwest Ames,7,9,1972,2004,3,3,1,1,4,4,7,6,2007
1422,155000,RL,9457,Northwest Ames,5,6,1970,1990,3,3,1,0,3,3,7,9,2007
914,133000,RL,7920,Northwest Ames,5,5,1970,2002,3,3,1,0,3,5,5,10,2007
950,119500,RL,9758,Northwest Ames,5,5,1971,1971,3,3,1,0,3,3,5,7,2007
872,123000,RL,8294,Northwest Ames,4,5,1971,1971,3,3,1,0,3,3,5,6,2007
858,110000,RL,7340,Northwest Ames,4,6,1971,1971,3,3,1,0,2,3,4,6,2007
914,128000,RL,17199,Northwest Ames,4,7,1961,1961,3,4,1,0,2,3,4,7,2007
864,120500,RL,9000,Northwest Ames,4,6,1971,1971,3,3,1,0,3,3,5,5,2007
767,133000,RH,4058,Northwest Ames,7,5,1998,1998,3,3,1,0,1,3,4,6,2007
1337,155000,RH,4113,Northwest Ames,6,5,2001,2001,4,3,2,0,2,4,5,7,2007
1337,177000,RH,10943,Northwest Ames,6,5,1997,1998,4,3,2,0,2,4,5,10,2007
1092,113500,RM,2205,Briardale,6,6,1973,1973,3,3,1,1,3,3,6,2,2007
1218,113000,RM,1890,Briardale,6,5,1973,1973,3,3,1,1,3,3,7,5,2007
1218,113700,RM,2058,Briardale,6,5,1973,1973,3,3,1,1,4,5,7,12,2007
1302,106000,RM,2016,Briardale,5,5,1970,1970,3,3,2,1,3,3,6,4,2007
1365,122500,RM,1920,Briardale,5,5,1971,1971,3,3,1,1,2,3,6,8,2007
958,128000,RL,4928,Northpark Villa,6,5,1976,1976,3,3,2,0,2,3,5,2,2007
1548,155000,RL,2308,Northpark Villa,6,6,1976,1976,3,3,2,1,3,4,7,7,2007
1055,142500,RL,2304,Northpark Villa,7,7,1978,1978,3,3,2,0,2,3,4,4,2007
988,129250,RL,7150,Northwest Ames,5,6,1966,1966,3,3,1,0,3,3,5,11,2007
1816,356000,RL,12469,Northridge Heights,9,5,2006,2007,5,3,2,0,3,5,7,8,2007
1828,314813,RL,11694,Northridge Heights,9,5,2007,2007,5,3,2,0,3,4,9,7,2007
1694,318000,RL,12030,Northridge Heights,8,5,2007,2007,5,3,2,0,3,4,7,12,2007
1694,322400,RL,11825,Northridge Heights,8,5,2006,2007,4,3,2,0,3,4,7,6,2007
1734,318000,RL,12085,Northridge Heights,8,5,2007,2007,4,3,2,0,3,5,7,11,2007
2122,345474,RL,14333,Northridge Heights,8,5,2007,2007,4,3,2,1,2,4,7,11,2007
2121,415298,RL,14450,Northridge Heights,9,5,2006,2007,5,3,2,1,3,5,8,5,2007
2656,492000,RL,13641,Northridge Heights,9,5,2007,2007,5,3,2,1,3,5,8,12,2007
2550,338931,RL,13440,Northridge Heights,8,5,2006,2007,4,3,2,1,4,5,11,3,2007
2046,450000,RL,15431,Northridge Heights,10,5,2005,2006,5,3,2,1,2,5,7,8,2007
2172,280000,RL,14154,Northridge Heights,7,5,2006,2006,4,3,2,1,3,4,9,8,2007
2552,479069,RL,13891,Northridge Heights,9,5,2007,2007,5,3,2,0,3,5,8,10,2007
1973,395000,RL,14226,Northridge Heights,8,5,2006,2006,4,3,2,0,3,4,9,7,2007
2643,380000,RL,13693,Northridge Heights,9,5,2006,2006,5,3,2,1,3,5,9,3,2007
1634,250000,RL,11428,Northridge Heights,8,5,2006,2006,4,3,2,0,3,4,7,5,2007
1976,440000,RL,14977,Northridge Heights,8,5,2006,2007,4,3,2,0,2,4,7,7,2007
2758,418000,RL,13654,Northridge Heights,9,5,2005,2006,4,3,2,1,4,5,9,5,2007
2290,500067,RL,17169,Northridge Heights,10,5,2007,2007,5,3,2,1,2,5,7,8,2007
2152,260116,RL,16659,Northridge Heights,8,5,2007,2008,4,3,2,1,3,4,7,6,2007
2473,317000,RL,9591,Northridge Heights,8,5,2004,2005,4,3,2,1,4,4,9,10,2007
2100,319500,RL,9709,Northridge Heights,8,5,2007,2007,5,3,2,1,3,5,8,9,2007
2161,325624,RL,10562,Northridge Heights,8,5,2007,2007,4,3,1,1,3,5,8,11,2007
1802,372000,RL,13615,Northridge Heights,9,5,2006,2006,5,3,2,1,3,5,7,6,2007
2956,342000,RL,13069,Northridge Heights,8,5,2004,2004,4,3,2,1,5,5,11,8,2007
2468,354000,RL,12099,Northridge Heights,8,5,2004,2004,4,3,2,1,4,4,10,6,2007
2385,350000,RL,14277,Northridge Heights,8,5,2003,2003,4,3,2,1,3,4,7,1,2007
2374,285000,RL,11999,Northridge Heights,8,5,2003,2004,4,3,2,1,4,5,10,5,2007
1818,281500,RL,12568,Northridge Heights,8,5,2007,2007,4,3,2,1,3,5,8,8,2007
1614,245700,RL,9926,Northridge Heights,7,5,2005,2006,4,3,2,0,3,4,7,5,2007
1721,232698,RL,9254,Northridge Heights,8,5,2005,2005,4,3,2,0,3,4,7,1,2007
1828,250000,RL,10732,Northridge Heights,8,5,2006,2007,4,3,2,1,3,4,7,2,2007
1362,194700,RL,7577,Northridge Heights,6,5,2005,2006,4,3,2,0,2,4,6,6,2007
1302,204000,RL,3901,Northridge Heights,6,5,2005,2006,4,3,1,1,1,4,5,8,2007
1302,200000,RL,3903,Northridge Heights,6,5,2005,2006,4,3,1,1,1,4,5,5,2007
1362,207000,RL,6289,Northridge Heights,6,5,2005,2006,4,3,2,0,2,4,6,6,2007
1554,209500,RL,4590,Northridge Heights,8,5,2006,2006,4,3,2,0,2,4,6,8,2007
1554,209500,RL,4590,Northridge Heights,8,5,2006,2006,4,3,2,0,2,4,6,5,2007
1370,202500,RL,6442,Northridge Heights,8,5,2006,2006,4,3,2,0,2,4,6,10,2007
1577,280000,RL,7841,Northridge Heights,9,5,2005,2005,5,3,2,0,2,5,6,5,2007
1561,277500,RL,7313,Northridge Heights,9,5,2005,2005,5,3,2,0,2,5,6,8,2007
1869,318061,RL,7820,Northridge Heights,9,5,2007,2007,5,3,2,0,2,5,6,12,2007
1324,221370,RL,6240,Northridge Heights,8,5,2006,2006,4,3,2,0,2,4,6,9,2007
1405,200000,RL,3242,Northridge Heights,7,5,2003,2003,4,3,2,0,2,4,6,3,2007
1496,181755,RL,15810,Gilbert,6,5,2007,2007,4,3,3,0,3,4,7,5,2007
1536,176000,RL,10237,Gilbert,6,5,2005,2006,4,3,2,1,3,4,6,6,2007
1484,178900,RL,10237,Gilbert,6,5,2005,2007,4,3,2,1,3,4,8,7,2007
1458,168165,RL,13204,Gilbert,7,5,2006,2007,3,3,2,0,3,4,6,5,2007
1495,171925,RL,8857,Gilbert,6,5,2006,2006,4,3,2,1,3,4,7,3,2007
1746,198444,RL,9729,Gilbert,6,5,2006,2007,4,3,2,1,3,4,6,6,2007
1326,203000,RL,12216,Gilbert,6,5,2005,2005,3,3,2,0,3,4,6,6,2007
1456,179540,RL,9018,Gilbert,7,5,2007,2007,4,3,2,1,3,4,8,7,2007
1302,176485,RL,8993,Gilbert,7,5,2007,2007,4,3,2,0,3,4,6,8,2007
1340,181134,RL,8899,Gilbert,7,5,2007,2007,4,3,2,0,3,4,6,8,2007
1412,156932,RL,8499,Gilbert,6,5,2006,2007,3,3,2,1,3,4,6,3,2007
1504,166000,RL,8229,Gilbert,6,5,2007,2007,4,3,2,1,3,4,6,12,2007
1456,177594,RL,7713,Gilbert,7,5,2007,2007,4,3,2,1,3,4,7,7,2007
1258,173500,RL,7697,Gilbert,7,6,2007,2007,4,3,2,0,3,4,6,8,2007
1258,172500,RL,3922,Bloomington Heights,7,5,2006,2007,4,3,2,0,2,4,6,6,2007
1402,194201,RL,3922,Bloomington Heights,7,5,2006,2007,4,3,0,2,2,4,7,2,2007
1589,226500,RL,3621,Bloomington Heights,8,5,2003,2003,4,3,2,0,2,4,7,11,2007
1266,185485,RL,3710,Bloomington Heights,7,5,2007,2007,4,3,2,0,2,4,6,8,2007
1530,259000,RL,14572,Gilbert,7,5,2004,2004,4,3,2,0,3,4,7,11,2007
1119,188500,RL,16219,Gilbert,7,5,2004,2005,4,3,2,0,2,4,5,4,2007
1374,175000,RL,11084,Gilbert,7,5,2004,2004,4,3,2,1,3,4,8,6,2007
1959,215000,RL,11796,Gilbert,7,5,2004,2005,4,3,2,1,4,4,8,7,2007
1525,206580,RL,10936,Gilbert,7,5,2006,2006,4,3,2,1,3,4,6,4,2007
1720,183500,RL,8244,Gilbert,7,5,2004,2004,4,3,2,1,3,4,7,5,2007
1394,165500,RL,11950,Gilbert,7,5,2003,2003,4,3,2,1,3,4,7,10,2007
1948,211000,RL,7875,Gilbert,7,5,2003,2003,4,3,2,1,4,4,8,7,2007
1690,181000,RL,8063,Gilbert,6,5,2000,2000,3,3,2,1,3,3,7,11,2007
1995,219500,RL,8740,Gilbert,7,5,2002,2002,4,3,2,1,4,4,8,7,2007
1647,175000,RL,7917,Gilbert,6,5,1999,2000,3,3,2,1,3,3,7,8,2007
1430,170000,RL,9967,Gilbert,7,5,2000,2000,3,3,2,1,3,3,8,12,2007
1320,162000,RL,7750,Gilbert,7,5,2003,2003,4,3,2,1,3,4,6,8,2007
1690,187000,RL,9487,Gilbert,6,5,2000,2000,3,3,2,1,3,3,7,6,2007
1644,185000,RL,9649,Gilbert,6,5,1999,2000,3,3,2,1,3,3,7,5,2007
4476,745000,RL,15623,Northridge,10,5,1996,1996,4,3,3,1,4,5,10,7,2007
2551,384500,RL,12191,Northridge,8,5,1997,1998,4,3,2,1,4,4,8,6,2007
2285,248000,RL,11000,Northridge,8,5,2000,2000,4,3,2,1,4,4,8,6,2007
2633,466500,RL,11400,Northridge,10,5,2001,2002,5,3,2,1,2,5,8,3,2007
3078,410000,RL,10557,Northridge,9,5,1998,1998,4,3,2,1,4,4,9,7,2007
2582,322500,RL,11002,Northridge,8,5,1998,1999,4,3,2,1,4,4,9,1,2007
2385,252000,RL,10790,Northridge,7,5,1998,1998,4,3,2,1,4,4,8,5,2007
4316,755000,RL,21535,Northridge,10,6,1994,1995,5,3,3,1,4,5,10,1,2007
2013,269790,RL,9920,Northridge,7,5,1996,1997,4,3,2,1,3,3,8,6,2007
2398,315750,RL,11787,Northridge,7,5,1996,1997,4,3,2,1,3,4,8,8,2007
2520,290000,RL,9950,Northridge,7,5,1995,1995,4,3,2,1,4,4,9,6,2007
2531,290000,RL,12257,Northridge,8,5,1995,1995,4,3,2,1,4,4,9,11,2007
3228,430000,RL,12692,Northridge,8,5,1992,1993,4,3,3,0,4,4,10,5,2007
2202,263000,RL,11762,Northridge,8,5,1992,1993,4,3,2,1,4,4,9,9,2007
2538,330000,RL,9044,Northridge,8,5,1996,1997,4,4,2,1,4,4,8,5,2007
1369,213133,RL,9910,Somerset,7,6,2007,2007,4,3,2,0,3,4,5,9,2007
1542,260261,RL,11830,Somerset,8,5,2007,2007,4,3,2,0,3,4,6,7,2007
1905,320000,RL,11670,Somerset,9,5,2006,2006,5,3,2,0,3,5,8,3,2007
1464,282922,RL,15256,Somerset,8,5,2007,2007,4,3,2,0,3,4,6,8,2007
1534,215000,RL,10612,Somerset,8,5,2006,2006,4,3,2,0,3,4,7,1,2007
1966,419005,RL,12291,Somerset,10,5,2007,2007,5,3,2,0,1,5,6,10,2007
